Molecule,SMILES,Global: Rot Bonds,Csp2 Count,Fsp3 Count,Osp2 Count,Osp3 Count,Hs Count,Global: bo 1.0,bo 1.0 Csp2-Fsp3,bo 1.0 Hs-Osp3,Global: bo 2.0,bo 2.0 Csp2-Osp2,Csp3 Count,bo 1.0 Csp3-Fsp3,bo 1.0 Csp2-Csp2,bo 1.0 Csp3-Csp3,bo 1.0 Csp2-Hs,bo 2.0 Csp2-Csp2,Csp2-Csp2-Csp3-Fsp3 Torsional Axes,Fsp3-Csp3-Csp2-Hs Torsional Axes,Csp2-Csp2-Csp3-Csp3 Torsional Axes,Csp3-Csp3-Csp2-Hs Torsional Axes,Csp3-Csp3-Csp3-Fsp3 Torsional Axes,Fsp3-Csp3-Csp3-Fsp3 Torsional Axes,Csp2-Csp3-Csp3-Csp3 Torsional Axes,Csp2-Csp3-Csp3-Fsp3 Torsional Axes,Csp3-Csp3-Csp3-Csp3 Torsional Axes,Global: Torsional Axes,bo 2.0 Osp2-Osp2,bo 1.0 Csp2-Osp2,bo 1.0 Hs-Osp2,Csp3-Csp3-Csp2-Osp2 Torsional Axes,Fsp3-Csp3-Csp2-Osp2 Torsional Axes,Csp3-Csp2-Osp2-Hs Torsional Axes,Hs-Osp2-Csp2-Osp2 Torsional Axes,bo 1.0 Csp3-Osp3,Csp3-Csp3-Csp3-Osp3 Torsional Axes,Fsp3-Csp3-Csp3-Osp3 Torsional Axes,Csp3-Csp3-Osp3-Csp3 Torsional Axes,Csp3-Osp3-Csp3-Fsp3 Torsional Axes,Csp2-Csp3-Osp3-Csp3 Torsional Axes,Osp2-Csp2-Csp3-Osp3 Torsional Axes,bo 1.0 Csp3-Hs,Fsp3-Csp3-Csp3-Hs Torsional Axes,Csp3-Csp3-Csp3-Hs Torsional Axes,Csp2-Csp3-Csp3-Hs Torsional Axes,Hs-Csp3-Csp3-Hs Torsional Axes,Hs-Csp3-Csp2-Osp2 Torsional Axes,Csp3-Csp3-Csp2-Fsp3 Torsional Axes,Fsp3-Csp2-Csp3-Fsp3 Torsional Axes,Hs-Csp2-Osp2-Hs Torsional Axes,bo 1.0 Csp3-Osp2,Csp3-Csp3-Csp3-Osp2 Torsional Axes,Fsp3-Csp3-Csp3-Osp2 Torsional Axes,Csp3-Osp2-Csp2-Osp2 Torsional Axes,Csp2-Osp2-Csp3-Csp3 Torsional Axes,Csp2-Osp2-Csp3-Fsp3 Torsional Axes,Csp3-Csp3-Osp3-Hs Torsional Axes,Fsp3-Csp3-Osp3-Hs Torsional Axes,Fsp3-Csp2-Osp2-Hs Torsional Axes,Hs-Csp3-Csp3-Osp3 Torsional Axes,Hs-Csp3-Osp3-Hs Torsional Axes,Csp Count,bo 2.0 Csp-Osp2,bo 1.0 Osp3-Osp3,Csp3-Csp3-Osp3-Osp3 Torsional Axes,Fsp3-Csp3-Osp3-Osp3 Torsional Axes,bo 1.0 Fsp3-Hs,Csp3-Csp2-Osp2-Csp3 Torsional Axes,Csp3-Osp3-Csp3-Osp2 Torsional Axes,Hs-Osp3-Csp3-Osp3 Torsional Axes,Osp3-Csp3-Csp3-Osp3 Torsional Axes,Csp3-Osp3-Csp3-Osp3 Torsional Axes,Fsp3-Csp2-Csp3-Osp3 Torsional Axes,Csp3-Osp3-Csp3-Hs Torsional Axes,a0,a1,a2,a3,a4,H_f_0K,S_300K 
1_hexane,O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,4,1,11,2,0,1,18,0,0,1,1,5,11,1,4,0,0,0,0,0,0,13,18,1,2,2,44,0,1,1,2,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.971,0.23643,-0.00023117,1.05e-07,-1.81e-11,-627.8,137.71
32_pentene,C=CC(F)(F)C(F)(F)C(F)(F)F,2,2,7,0,0,3,13,0,0,1,0,3,7,0,3,3,1,2,2,1,1,5,10,1,2,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0985,0.1614,-0.00014732,6.4332e-08,-1.0771e-11,0.0,105.83
butene_2OH,O[C@](F)([C](F)F)C(F)(F)C(F)(F)F,3,0,8,0,1,1,13,0,1,0,0,4,8,0,3,0,0,0,0,0,0,8,10,0,0,1,27,0,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.3784,0.16198,-0.00015979,7.32e-08,-1.27e-11,-414.97,44.591
c2f5,F[C](F)C(F)(F)F,0,0,5,0,0,0,6,0,0,0,0,2,5,0,1,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.8156,0.073558,-7.11e-05,3.18e-08,-5.36e-12,-213.0,81.437321
e1_minusH,F[C](OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F,3,0,11,0,1,0,16,0,0,0,0,5,11,0,3,0,0,0,0,0,0,5,13,0,0,0,29,0,0,0,0,0,0,0,2,1,5,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.656,0.20642,-0.00020377,9.27e-08,-1.59e-11,0.0,134.41
c3f6o2_ring,FC(F)(F)[C@@]1(F)OOC1(F)F,0,0,6,0,2,0,11,0,0,0,0,3,6,0,2,0,0,0,0,0,0,3,3,0,0,0,9,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4.2387,0.13347,-0.00013031,5.87e-08,-9.98e-12,0.0,95.386
53_ftca,O=C(O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,6,1,11,2,0,5,24,0,0,1,1,7,11,0,7,0,0,0,0,0,0,17,18,1,0,4,62,0,1,1,2,0,1,1,0,0,0,0,0,0,0,4,4,4,2,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.896,0.28228,-0.00025402,1.0942e-07,-1.8104e-11,0.0,153.89
c3f7,F[C](F)C(F)(F)C(F)(F)F,1,0,7,0,0,0,9,0,0,0,0,3,7,0,2,0,0,0,0,0,0,5,10,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0521,0.11421,-0.00011277,5.1348,-8.8107e-12,-312.05,96.762
butene,FC(F)=C(F)C(F)(F)C(F)(F)F,1,2,8,0,0,0,10,3,0,1,0,2,5,0,2,0,1,2,0,1,0,0,6,0,3,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.2447,0.13653,-0.00013345,6.05e-08,-1.04e-11,-371.81,104.398839
c8_secondary_rad,F[C](C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,5,0,17,0,0,0,24,0,0,0,0,8,17,0,7,0,0,0,0,0,0,25,27,0,0,5,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.714,0.30607,-0.00030385,1.39e-07,-2.39e-11,-917.28,170.93
42ftoh,OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,5,0,9,0,1,5,20,0,1,0,0,6,9,0,5,0,0,0,0,0,0,13,14,0,0,3,48,0,0,0,0,0,0,0,1,1,0,0,0,0,0,4,4,4,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,8.7226,0.21248,-0.00018413,7.7108e-08,-1.2484e-11,0.0,128.55
pfbal,O=C(F)C(F)(F)C(F)(F)C(F)(F)F,2,1,8,1,0,0,11,1,0,1,1,3,7,0,3,0,0,0,0,0,0,5,10,1,2,0,24,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.7828,0.1493,-0.00014605,6.62e-08,-1.13e-11,-427.98,109.8
pfboh,OC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,3,0,9,0,1,1,14,0,1,0,0,4,9,0,3,0,0,0,0,0,0,9,14,0,0,1,30,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.2726,0.1764,-0.00017407,7.9713e-08,-1.3763e-11,0.0,113.59
cf3oh,OC(F)(F)F,0,0,3,0,1,1,5,0,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5913,0.063256,-6.19e-05,2.85e-08,-4.94e-12,-211.99,69.302
c5_secondary_rad,F[C](C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F,2,0,11,0,0,0,15,0,0,0,0,5,11,0,4,0,0,0,0,0,0,13,15,0,0,2,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.623,0.19066,-0.00018888,8.62e-08,-1.48e-11,-515.44,129.45
62_octene,C=CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,5,2,13,0,0,3,22,0,0,1,0,6,13,1,5,3,1,2,2,1,1,17,22,1,2,3,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.416,0.27604,-0.00026132,1.1652e-07,-1.9764e-11,0.0,147.99
1H_undecane,FC(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,9,0,23,0,0,1,34,0,0,0,0,11,23,0,10,0,0,0,0,0,0,37,42,0,0,8,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.677,0.42541,-0.00041548,1.8802e-07,-3.214e-11,0.0,206.63
33_ftca,O=C(O)CCC(F)(F)C(F)(F)C(F)(F)F,4,1,7,2,0,5,18,0,0,1,1,5,7,1,4,0,0,0,0,0,0,9,10,1,0,2,44,0,1,1,2,0,1,1,0,0,0,0,0,0,0,4,4,4,2,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.6588,0.20479,-0.00017668,7.3899e-08,-1.1968e-11,0.0,127.08
cf2o_oh,[O]C(O)(F)F,1,0,2,0,2,1,5,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2.885,0.063918,-6.36e-05,2.96e-08,-5.18e-12,0.0,70.725
tfcof,O=C(F)C(F)(F)F,0,1,4,1,0,0,5,1,0,1,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.1967,0.073193,-7.0524e-05,3.168e-08,-5.3945e-12,0.0,79.91
co2h,O=[C]O,1,1,0,2,0,1,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.1135,0.022545,-1.7e-05,6.53e-09,-9.96e-13,-45.14,60.148
c3f6o,FC(F)(F)[C@@]1(F)OC1(F)F,0,0,6,0,1,0,10,0,0,0,0,3,6,0,2,0,0,0,0,0,0,3,3,0,0,0,9,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2664,0.11981,-0.00011762,5.33e-08,-9.12e-12,-337.64,91.474
pfproh,OC(F)(F)C(F)(F)C(F)(F)F,2,0,7,0,1,1,11,0,1,0,0,3,7,0,2,0,0,0,0,0,0,5,10,0,0,0,21,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.862,0.1377,-0.0001379,6.4023e-08,-1.118e-11,0.0,101.57
pfhxcof,O=C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,4,1,12,1,0,0,17,1,0,1,1,5,11,0,5,0,0,0,0,0,0,13,18,1,2,2,42,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.286,0.22581,-0.00022214,1.0105e-07,-1.7343e-11,0.0,137.55
c6_rad,F[C](F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,4,0,13,0,0,0,18,0,0,0,0,6,13,0,5,0,0,0,0,0,0,17,22,0,0,3,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.833,0.21805,-0.00021118,9.44e-08,-1.59e-11,-605.04,138.77868
2_pentene,F/C(=C(/F)C(F)(F)C(F)(F)F)C(F)(F)F,1,2,10,0,0,0,13,2,0,1,0,3,8,1,2,0,1,5,0,1,0,0,6,0,3,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.1206,0.17742,-0.00017433,7.92e-08,-1.36e-11,-478.17,119.98
frd_903_carbF_OH,[O]C(O)(F)[C@](F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F,5,0,12,0,3,1,21,0,1,0,0,6,12,0,4,0,0,0,0,0,0,9,14,0,0,0,45,0,0,0,0,0,0,0,4,3,8,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,11.034,0.27026,-0.00026829,1.23e-07,-2.13e-11,0.0,148.82
22rh,CCC(F)(F)C(F)(F)F,2,0,5,0,0,5,13,0,0,0,0,4,5,0,3,0,0,0,0,0,0,5,6,0,0,1,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.92,0.12557,-9.8047e-05,3.7932e-08,-5.782e-12,0.0,92.759
31_butene,C=C(F)C(F)(F)C(F)(F)F,1,2,6,0,0,2,10,1,0,1,0,2,5,1,1,2,1,2,0,1,0,0,6,0,3,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.1921,0.13202,-0.00012382,5.5152e-08,-9.3714e-12,0.0,95.365
cbutane_diradical,F[C](F)C(F)(F)C(F)(F)[C](F)F,3,0,8,0,0,0,11,0,0,0,0,4,8,0,3,0,0,0,0,0,0,8,12,0,0,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.9754,0.13412,-0.00013135,5.94e-08,-1.01e-11,-296.79,107.9
pfhpal,O=C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,5,1,14,1,0,0,20,1,0,1,1,6,13,0,6,0,0,0,0,0,0,17,22,1,2,3,51,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.026,0.26416,-0.00026033,1.19e-07,-2.04e-11,-723.56,151.43
cf2_h2o_ts_prod,OC(F)F,1,0,2,0,1,2,5,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7417,0.048881,-3.95e-05,1.58e-08,-2.47e-12,-159.19,65.583
c4f7_o,O=C(F)[C](F)C(F)(F)C(F)(F)F,2,1,7,1,0,0,10,1,0,1,1,3,6,0,3,0,0,0,0,0,0,4,8,1,2,0,19,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.9241,0.13439,-0.00013079,5.91e-08,-1.01e-11,-300.33,106.98
cf2coho,O=C(O)[C](F)F,1,1,2,2,0,1,5,0,0,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,1,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6578,0.060926,-5.53e-05,2.42e-08,-4.06e-12,-269.0,78.453
c3f8,FC(F)(F)C(F)(F)C(F)(F)F,0,0,8,0,0,0,10,0,0,0,0,3,8,0,2,0,0,0,0,0,0,6,12,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9759,0.054518,-1.01e-05,-6.9e-09,2.45e-12,-418.32,64.110605
pfpncof,O=C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,3,1,10,1,0,0,14,1,0,1,1,4,9,0,4,0,0,0,0,0,0,9,14,1,2,1,33,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.495,0.18766,-0.00018422,8.3691e-08,-1.4353e-11,0.0,123.37
tfcof_oh,[O]C(O)(F)C(F)(F)F,1,0,4,0,2,1,8,0,1,0,0,2,4,0,1,0,0,0,0,0,0,0,3,0,0,0,12,0,0,0,0,0,0,0,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4.6524,0.10215,-0.0001018,4.72e-08,-8.23e-12,0.0,85.745
1_octane_c7_rad,F[C](F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,5,0,15,0,0,0,21,0,0,0,0,7,15,0,6,0,0,0,0,0,0,21,26,0,0,4,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.979,0.25448,-0.00024654,1.1e-07,-1.86e-11,-702.8,152.659706
2_propyl,F[C](C(F)(F)F)C(F)(F)F,0,0,7,0,0,0,9,0,0,0,0,3,7,0,2,0,0,0,0,0,0,6,6,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.8084,0.11084,-0.00010769,4.83e-08,-8.17e-12,-318.55,99.051
cf2o2_rad,[O]O[C](F)F,1,0,2,0,2,0,4,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,5.1022,0.046575,-4.5e-05,2.03e-08,-3.48e-12,-41.1,69.181
ethane1H,FC(F)C(F)(F)F,0,0,5,0,0,1,7,0,0,0,0,2,5,0,1,0,0,0,0,0,0,0,6,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.1197,0.080406,-7.22e-05,3.07e-08,-5.01e-12,-263.33,79.748
octene,FC(F)=C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,5,2,16,0,0,0,22,3,0,1,0,6,13,0,6,0,1,2,0,1,0,17,22,1,2,3,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.173,0.28984,-0.00028597,1.3e-07,-2.24e-11,-763.52,161.73
ester_oh,[O]C(O)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F,4,0,10,0,3,1,18,0,1,0,0,5,10,0,3,0,0,0,0,0,0,5,10,0,0,0,36,0,0,0,0,0,0,0,4,1,11,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,9.5262,0.23254,-0.00023163,1.07e-07,-1.85e-11,0.0,136.34
c2f4o2,[O]OC(F)(F)[C](F)F,2,0,4,0,2,0,7,0,0,0,0,2,4,0,1,0,0,0,0,0,0,0,4,0,0,0,9,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,7.0756,0.085872,-8.46e-05,3.85e-08,-6.59e-12,-145.69,88.684
frd_903_carbF,O=C(F)[C@](F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F,4,1,12,1,1,0,18,1,0,1,1,5,11,1,3,0,0,0,0,0,0,5,13,0,3,0,39,0,0,0,1,1,0,0,2,1,5,2,3,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11.577,0.2409,-0.00023634,1.07e-07,-1.84e-11,0.0,144.76
2_heptene,F/C(=C(/F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F,3,2,14,0,0,0,19,2,0,1,0,5,12,1,4,0,1,5,0,1,0,9,14,1,2,1,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.666,0.2538,-0.00025026,1.14e-07,-1.96e-11,-673.36,149.61
e1,F[C@@H](OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F,3,0,11,0,1,1,17,0,0,0,0,5,11,0,3,0,0,0,0,0,0,5,13,0,0,0,33,0,0,0,0,0,0,0,2,1,5,2,3,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8.5402,0.21078,-0.00020132,8.97e-08,-1.51e-11,0.0,130.72
cf3co,O=[C]C(F)(F)F,0,1,3,1,0,0,4,0,0,1,1,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.8249,0.059384,-5.84e-05,2.68e-08,-4.64e-12,-147.16,77.255
butylallyl,F[C](C(F)=C(F)F)C(F)(F)F,1,2,7,0,0,0,9,3,0,1,0,2,4,1,1,0,1,1,0,1,0,0,3,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.4988,0.11984,-0.00011699,5.3e-08,-9.07e-12,-274.97,106.35
heptane1H,FC(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,5,0,15,0,0,1,22,0,0,0,0,7,15,0,6,0,0,0,0,0,0,21,26,0,0,4,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.771,0.27204,-0.00026288,1.18e-07,-2.01e-11,-751.79,150.76
cf2oh2,OC(O)(F)F,2,0,2,0,2,2,6,0,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2.7915,0.070727,-6.84e-05,3.16e-08,-5.52e-12,-217.61,70.838
cf2_2h2o_prod,O.OC(F)F,1,0,2,0,2,4,7,0,3,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14.805,0.024927,-2.07e-05,9.06e-09,-1.56e-12,-238.46,81.788
c2f6,FC(F)(F)C(F)(F)F,0,0,6,0,0,0,7,0,0,0,0,2,6,0,1,0,0,0,0,0,0,0,9,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.4745,0.092686,-9.19e-05,4.2e-08,-7.22e-12,-320.02,79.457408
tfal,O=C(F)C(F)(F)F,0,1,4,1,0,0,5,1,0,1,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.1988,0.073197,-7.05e-05,3.17e-08,-5.39e-12,-248.11,79.943
